,air_temp_min,air_temp_max,air_temp_current,snow_height,new_snow_height,wind_speed,wind_gust,hazard,avalanche_occured,obs_location_Mt Roberts Tram,obs_location_Mt Roberts Tram Combo Obs,obs_location_Other,obs_location_SS Creek DOT,obs_location_Snettisham Combo Obs,obs_location_Snettisham Dorm,obs_location_Speel Arm Balcony,obs_location_Thane Road Combo Obs,wind_direction_ESE,wind_direction_N,wind_direction_NNE,wind_direction_NNW,wind_direction_Other,wind_direction_SE,sky_cover_BKN,sky_cover_CLR,sky_cover_FEW,sky_cover_OVC,sky_cover_SCT,sky_cover_X,precip_type_GR,precip_type_NO,precip_type_RA,precip_type_RS,precip_type_SN,precip_type_ZR
1135,4.2,8.9,5.5,151.0,0.0,0.4,4.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1136,1.3,14.1,1.4,1.0,0.0,0.6,5.5,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1137,1.9,10.4,3.3,50.0,0.0,0.3,2.5,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1138,3.3,9.3,3.3,263.4,0.0,0.0,0.5,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1139,3.0,10.2,3.0,136.0,0.0,3.4,6.4,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1140,1.8,13.0,7.8,1.0,0.0,5.0,8.6,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1141,2.8,10.3,4.5,40.0,0.0,1.2,3.3,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1142,1.4,3.4,1.4,257.9,0.0,0.2,0.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1143,1.3,3.4,1.3,126.0,0.0,2.2,6.9,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1144,5.9,8.5,5.9,0.0,0.0,3.1,8.9,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1145,3.0,4.6,3.1,33.0,0.0,0.2,3.3,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1146,1.2,3.0,2.6,252.1,0.0,0.0,0.5,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1147,0.9,3.3,2.0,117.0,0.0,2.7,7.1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1148,5.5,7.2,7.0,1.0,0.0,3.9,7.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1149,1.6,3.5,3.5,29.0,0.0,0.2,2.9,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1150,1.7,2.6,2.0,248.3,0.0,0.0,0.5,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1151,0.8,2.0,1.4,112.0,0.0,3.4,8.9,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1152,5.8,7.0,6.0,1.0,0.0,1.9,12.5,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1153,2.0,3.8,3.2,21.0,0.0,1.3,5.7,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1154,1.2,3.8,1.2,244.6,0.0,0.0,0.2,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1155,-0.2,2.4,-0.2,105.0,2.0,2.7,5.7,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1156,5.5,7.9,5.7,1.0,0.0,3.6,7.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1157,2.7,5.4,2.7,13.0,0.0,0.4,4.1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1158,1.2,3.9,3.9,241.2,0.0,0.6,0.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1159,-0.4,3.6,2.9,104.0,2.0,1.7,6.7,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1160,3.9,6.8,3.9,1.0,0.0,1.7,7.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1161,1.0,4.2,1.2,12.0,0.0,0.4,4.1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1162,1.1,4.5,1.7,233.7,0.0,0.0,1.8,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1163,1.0,5.0,2.4,96.0,0.0,2.1,6.8,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1164,4.5,10.8,5.1,1.0,0.0,0.3,7.8,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1165,1.9,6.0,2.9,3.0,0.0,0.4,3.9,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1166,1.3,3.2,1.5,230.9,0.0,0.0,1.1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1167,1.1,2.9,1.5,91.0,0.0,3.8,9.2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1168,5.1,7.8,6.3,1.0,0.0,3.3,13.9,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1169,1.4,4.2,2.2,226.8,0.0,0.5,0.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1170,1.5,3.1,2.7,89.0,0.0,3.9,7.1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1171,5.1,9.0,7.3,1.0,0.0,7.5,13.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1172,2.2,4.1,2.8,-5.0,0.0,0.2,3.6,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1173,1.4,2.2,1.4,224.4,0.0,0.1,1.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1174,0.4,2.7,1.7,84.0,0.0,1.8,7.3,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1175,5.1,7.4,6.0,0.0,0.0,2.8,14.7,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1176,1.3,4.7,1.3,-12.0,0.0,0.0,4.2,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1177,1.1,2.1,1.4,222.4,0.0,0.0,0.3,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1178,1.1,2.1,1.4,222.4,0.0,0.0,0.3,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1179,0.6,2.0,1.7,82.0,0.0,1.0,5.6,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1180,0.6,2.0,1.7,82.0,0.0,1.0,5.6,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1181,2.7,7.1,2.8,1.0,0.0,0.3,8.1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1182,2.7,7.1,2.8,1.0,0.0,0.3,8.1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1183,1.3,4.4,1.9,-13.0,0.0,0.3,3.4,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1184,1.3,4.4,1.9,-13.0,0.0,0.3,3.4,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1185,1.4,6.5,6.3,219.0,0.0,0.0,1.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1186,1.7,7.2,6.6,77.0,0.0,1.8,4.1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1187,2.9,13.2,5.4,1.0,0.0,0.6,5.3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1188,1.9,9.0,3.3,-17.0,0.0,0.4,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1189,2.0,6.6,2.5,210.5,0.0,0.0,0.4,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1190,2.1,5.4,3.0,63.0,0.0,0.9,6.6,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1191,6.0,11.1,6.0,1.0,0.0,0.0,11.7,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1192,3.3,6.9,3.8,-28.0,0.0,0.3,3.1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1193,2.3,8.2,6.9,206.4,0.0,0.0,1.1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1194,3.0,7.3,5.0,60.0,0.0,1.4,4.2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1195,3.3,13.4,3.6,1.0,0.0,0.3,5.3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1196,1.5,11.4,2.6,-29.0,0.0,0.2,2.7,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1197,4.6,7.4,6.6,204.7,0.0,0.3,0.9,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1198,3.4,6.0,5.9,55.0,0.0,1.6,5.4,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1199,2.9,10.5,3.1,1.0,0.0,1.1,7.8,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1200,2.3,9.0,2.6,-33.0,0.0,0.4,3.5,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1201,4.0,10.1,9.1,197.2,0.0,0.5,0.7,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1202,3.8,8.5,7.4,44.0,0.0,0.9,3.1,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1203,4.6,14.5,4.7,1.0,0.0,0.6,5.8,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1204,2.7,11.6,3.7,-40.0,0.0,0.2,1.6,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1205,9.1,14.1,13.3,190.4,0.0,0.4,0.9,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1206,7.4,12.7,12.7,36.0,0.0,2.6,4.7,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1207,0.0,18.9,6.0,1.0,0.0,0.8,4.4,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1208,3.7,15.2,7.3,-43.0,0.0,0.5,2.9,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1209,11.3,16.4,11.3,170.9,0.0,0.5,2.6,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1210,10.0,14.7,10.0,10.0,0.0,2.1,7.6,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1211,0.0,22.4,6.4,0.0,0.0,0.8,13.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1212,6.1,17.9,8.9,-63.0,0.0,0.6,5.7,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1213,8.8,13.9,8.8,166.5,0.0,0.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1214,8.8,12.4,9.9,9.0,0.0,0.8,5.2,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1215,4.5,19.7,4.5,1.0,0.0,0.3,10.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1216,5.7,16.3,5.9,-72.0,0.0,0.3,3.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1217,8.8,15.9,10.6,161.7,0.0,0.0,0.8,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1218,9.2,13.3,10.1,9.0,0.0,0.5,2.9,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1219,0.0,18.3,6.1,1.0,0.0,0.3,5.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1220,5.2,15.9,6.8,-80.0,0.0,0.3,1.9,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1221,4.3,6.7,4.3,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1222,4.0,5.0,4.2,0.0,0.0,0.1,4.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1223,7.0,10.1,7.0,0.0,0.0,0.0,5.8,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1224,8.5,15.7,8.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1225,8.8,13.6,8.9,0.0,0.0,1.9,7.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1226,6.8,11.6,10.0,0.0,0.0,0.3,5.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1227,7.1,13.3,10.4,0.0,0.0,0.7,10.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1228,9.5,12.6,10.9,0.0,0.0,1.0,4.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1229,8.4,12.9,9.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1230,8.2,12.3,9.4,0.0,0.0,0.7,3.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1231,7.9,14.1,8.5,0.0,0.0,1.4,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1232,7.9,12.1,8.8,0.0,0.0,0.3,2.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1233,7.9,12.4,8.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1234,7.5,12.7,8.8,0.0,0.0,2.0,7.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1235,0.0,12.6,10.0,0.0,0.0,1.1,7.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1236,8.4,12.0,10.7,0.0,0.0,1.1,5.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1237,7.4,12.3,10.3,0.0,0.0,1.0,4.1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1238,6.9,9.0,6.9,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1239,5.9,8.8,5.9,0.0,0.0,2.2,6.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1240,9.4,12.3,10.1,0.0,0.0,3.9,6.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1241,9.5,13.6,9.5,0.0,0.0,1.0,7.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1242,8.2,11.5,8.3,0.0,0.0,1.7,4.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1243,6.0,8.2,7.2,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1244,5.5,8.4,7.6,0.0,0.0,1.7,9.3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1245,9.1,11.9,11.2,0.0,0.0,0.3,15.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1246,8.4,12.9,12.8,0.0,0.0,3.4,15.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1247,7.3,10.5,9.7,0.0,0.0,0.7,6.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1248,4.7,7.4,4.8,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1249,4.3,7.6,4.5,0.0,0.0,1.6,7.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1250,7.9,11.5,8.5,0.0,0.0,1.7,10.3,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1251,8.0,12.8,8.4,0.0,0.0,1.7,13.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1252,6.9,9.7,6.9,0.0,0.0,0.9,5.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1253,3.6,7.0,3.6,0.0,0.0,0.9,3.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1254,5.0,11.2,6.3,0.0,0.0,1.7,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1255,5.0,9.7,6.0,0.0,0.0,0.0,3.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1256,4.5,7.6,4.5,0.0,0.0,0.1,2.8,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1257,2.3,4.5,3.4,0.0,0.0,0.5,3.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1258,5.4,8.5,5.4,0.0,0.0,0.0,6.4,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1259,5.7,8.2,5.0,0.0,0.0,0.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1260,3.8,7.0,3.9,0.0,0.0,0.3,1.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1261,2.1,4.6,2.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1262,1.8,5.8,1.9,0.0,0.0,1.7,3.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1263,4.0,9.2,4.3,0.0,0.0,0.0,5.6,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1264,3.4,8.0,4.8,0.0,0.0,1.9,2.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1265,2.8,5.6,4.4,0.0,0.0,0.9,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1266,3.1,7.1,3.7,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1267,2.4,7.2,2.6,0.0,0.0,0.8,4.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1268,5.4,10.6,6.2,0.0,0.0,0.3,5.8,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1269,4.8,9.4,5.9,0.0,0.0,0.7,6.3,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1270,3.9,7.3,4.2,0.0,0.0,0.5,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1271,3.5,4.6,3.7,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1272,2.2,4.3,3.1,0.0,0.0,1.9,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1273,6.2,9.0,8.3,0.0,0.0,3.3,8.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1274,5.8,7.4,6.5,0.0,0.0,0.0,3.6,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1275,4.1,6.0,5.8,0.0,0.0,0.9,3.9,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1276,2.7,4.9,3.4,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1277,2.8,4.0,2.9,0.0,0.0,2.3,4.7,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1278,6.2,8.8,6.2,0.0,0.0,1.1,8.3,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1279,6.0,8.9,6.0,0.0,0.0,3.1,5.5,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1280,5.2,6.5,5.2,0.0,0.0,1.1,3.9,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1281,2.7,4.8,2.7,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1282,1.9,3.6,2.3,0.0,0.0,0.7,5.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1283,5.7,8.6,5.7,0.0,0.0,0.0,8.6,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1284,4.4,7.9,4.4,0.0,0.0,1.3,6.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1285,3.3,5.9,3.3,0.0,0.0,0.2,3.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1286,0.8,4.1,0.8,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1287,1.3,3.7,2.3,0.0,0.0,0.7,3.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
