,air_temp_min,air_temp_max,air_temp_current,snow_height,new_snow_height,wind_speed,wind_gust,hazard,avalanche_occured,obs_location_Mt Roberts Tram,obs_location_Mt Roberts Tram Combo Obs,obs_location_Other,obs_location_SS Creek DOT,obs_location_Snettisham Combo Obs,obs_location_Snettisham Dorm,obs_location_Speel Arm Balcony,obs_location_Thane Road Combo Obs,wind_direction_ESE,wind_direction_N,wind_direction_NNE,wind_direction_NNW,wind_direction_Other,wind_direction_SE,sky_cover_BKN,sky_cover_CLR,sky_cover_FEW,sky_cover_OVC,sky_cover_SCT,sky_cover_X,precip_type_GR,precip_type_NO,precip_type_RA,precip_type_RS,precip_type_SN,precip_type_ZR
542,-0.6,1.1,0.9,0.0,0.1,1.4,3.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
543,-1.5,1.5,0.7,0.0,0.0,0.7,3.5,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
544,0.5,1.4,0.6,3.8,6.0,0.0,5.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
545,-0.3,0.5,0.5,32.0,15.0,0.0,1.9,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
546,0.5,3.9,3.9,15.5,15.5,4.0,7.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
547,-1.8,1.1,-1.8,39.0,7.0,0.0,1.3,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
548,-2.0,1.5,-1.5,28.0,13.0,2.6,9.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
549,1.7,6.1,1.7,0.0,0.0,4.2,12.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
550,-2.0,-1.5,-1.9,45.0,6.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
551,-2.5,-1.5,-2.5,50.0,22.0,0.0,6.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
552,0.9,2.7,2.7,0.0,0.0,5.8,8.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
553,0.7,1.2,0.7,8.7,7.0,1.2,4.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
554,0.6,1.3,0.7,12.9,5.0,0.7,5.4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
555,-1.4,-0.6,-1.3,59.7,14.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
556,1.4,3.5,2.4,0.0,0.0,2.8,12.8,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
557,0.6,4.4,0.9,15.0,2.0,0.9,13.1,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
558,0.4,2.6,0.7,0.0,0.0,0.3,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
559,0.6,1.4,0.6,14.2,1.0,0.4,3.2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
560,0.7,2.9,2.7,0.0,0.0,2.5,4.4,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
561,0.4,1.1,0.8,18.2,4.0,0.0,3.3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
562,0.4,3.1,1.5,68.0,0.0,0.4,5.9,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
563,2.2,3.8,2.2,0.0,0.0,0.0,5.5,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
564,0.6,1.2,0.9,16.1,0.0,2.5,4.2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
565,1.1,4.9,3.5,68.0,0.0,1.7,6.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
566,1.8,3.9,3.7,0.0,0.0,0.3,10.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
567,0.3,2.0,0.4,16.0,0.0,0.7,5.4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
568,1.2,3.5,2.9,65.0,0.0,1.3,3.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
569,0.4,2.2,1.7,14.7,0.0,1.0,4.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
570,2.9,5.4,3.9,0.0,0.0,0.8,8.1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
571,1.4,3.2,1.6,12.3,0.0,4.6,8.8,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
572,-1.9,1.6,-0.5,59.0,13.0,0.0,4.6,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
573,3.1,5.3,3.4,0.0,0.0,2.5,6.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
574,0.3,2.7,0.4,23.9,12.0,0.0,6.4,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
575,-0.3,0.7,-0.3,43.0,2.0,0.0,0.9,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
576,-0.9,-0.1,-0.5,77.0,18.0,0.0,3.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
577,2.3,4.4,2.3,0.0,0.0,1.9,7.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
578,0.3,0.8,0.4,33.5,14.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
579,-3.7,0.0,-3.7,41.5,0.0,0.1,0.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
580,-0.7,1.6,-0.7,30.5,0.0,2.7,5.9,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
581,-3.7,0.4,-0.7,32.3,1.0,0.0,1.4,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
582,-4.5,-1.7,-3.1,63.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
583,-0.8,1.5,0.0,1.0,1.0,2.2,3.6,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
584,-3.2,-0.7,-2.0,30.6,1.0,2.7,9.2,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
585,-1.0,0.6,-0.6,46.0,7.0,0.0,0.3,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
586,-3.3,0.5,0.5,77.0,9.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
587,0.0,1.5,0.7,1.0,0.0,1.4,3.9,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
588,-2.0,-0.9,-1.5,41.2,11.0,0.6,5.9,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
589,-2.0,1.6,1.2,49.0,5.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
590,-2.5,0.6,0.6,85.0,9.0,0.0,0.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
591,0.2,3.1,3.1,1.0,0.0,1.1,6.4,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
592,-1.9,0.4,0.1,48.6,8.0,0.0,3.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
593,2.8,3.8,3.2,0.0,0.0,0.6,5.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
594,0.1,1.0,0.8,51.3,3.0,0.2,3.6,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
595,-0.1,1.5,-0.1,44.0,0.0,0.0,0.6,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
596,-0.9,0.1,-0.6,89.0,5.0,0.0,0.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
597,2.5,3.2,2.6,1.0,0.0,0.8,1.4,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
598,0.6,1.3,0.9,46.7,0.0,0.5,5.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
599,-2.2,0.3,-2.2,43.0,0.1,0.0,0.2,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
600,-2.8,0.1,-2.8,105.0,16.0,0.3,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
601,0.9,2.6,1.1,1.0,0.0,1.1,3.3,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
602,0.1,1.6,0.1,49.3,5.0,1.6,6.9,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
603,-2.3,-0.4,-0.4,49.0,3.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
604,-2.9,-0.2,-0.6,105.0,7.0,0.0,1.6,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
605,0.1,1.3,0.9,2.0,1.0,1.7,4.2,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
606,-0.8,0.4,-0.6,51.2,4.0,0.0,5.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
607,-2.2,-0.4,-1.0,67.0,19.8,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
608,1.0,2.9,2.9,1.0,1.0,11.7,15.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
609,-0.6,2.6,0.6,58.9,5.0,0.0,8.6,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
610,-1.4,-0.5,-0.8,83.0,15.0,0.0,0.6,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
611,2.5,3.6,3.3,1.0,1.0,2.2,15.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
612,0.6,3.0,0.8,57.6,4.4,1.5,9.3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
613,-1.1,-0.2,-1.1,78.2,4.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
614,0.6,1.6,0.7,55.9,1.0,1.9,4.6,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
615,-1.2,0.4,0.0,78.3,5.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
616,3.6,5.3,4.2,1.0,0.0,6.4,18.6,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
617,0.7,1.8,1.5,54.0,5.0,3.7,7.6,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
618,-2.4,0.5,-2.1,76.0,3.0,0.0,1.1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
619,-2.9,0.3,-2.7,102.0,8.0,0.0,10.4,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
620,1.5,3.9,2.6,1.0,0.0,1.4,6.1,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
621,1.3,5.3,2.8,48.7,0.0,4.6,13.4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
622,-2.2,1.0,0.9,85.5,7.0,0.0,1.1,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
623,-2.7,1.4,0.6,111.0,25.0,3.9,11.9,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
624,2.4,5.7,5.7,1.0,0.0,5.3,9.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
625,0.6,3.1,1.4,54.0,11.0,2.3,9.2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
626,0.1,1.0,0.6,83.8,6.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
627,-0.7,1.1,0.9,108.0,2.0,1.9,6.1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
628,4.3,5.5,5.1,0.0,0.0,4.2,7.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
629,0.8,1.7,1.7,49.2,1.0,1.0,4.4,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
630,0.4,1.6,1.0,80.3,1.0,0.2,1.1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
631,-0.8,1.4,-0.6,101.0,5.0,3.0,10.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
632,3.9,5.9,5.8,0.0,0.0,7.8,15.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
633,0.9,2.1,1.9,46.8,2.0,0.0,8.4,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
634,0.0,2.5,2.5,80.0,10.0,0.0,0.7,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
635,-1.8,1.3,1.0,98.0,13.0,3.5,6.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
636,4.4,6.1,5.4,0.0,0.0,2.5,9.7,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
637,0.6,2.1,0.9,50.0,5.0,1.4,4.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
638,1.5,3.1,1.5,70.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
639,-1.8,1.4,-1.8,95.0,4.0,0.4,5.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
640,4.4,6.0,4.9,0.0,0.0,0.8,5.3,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
641,0.8,1.5,1.5,47.0,0.0,1.0,3.7,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
642,-6.1,1.1,-5.6,80.0,6.0,0.0,0.4,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
643,-1.0,5.3,-0.2,1.0,0.5,5.0,6.9,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
644,-0.8,3.5,-0.1,47.2,3.0,4.3,11.7,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
645,-5.7,-4.0,-5.4,80.2,3.0,1.1,1.1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
646,-7.7,-4.9,-6.9,84.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
647,-2.0,0.6,-1.7,0.0,0.5,2.5,12.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
648,-4.6,0.7,-4.4,49.7,3.0,5.9,9.6,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
649,-7.7,-5.4,-6.4,76.7,1.0,0.0,1.6,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
650,-8.0,-6.0,-7.5,85.0,0.0,0.5,8.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
651,-4.0,0.2,-1.7,2.0,1.0,0.6,17.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
652,-6.3,-1.9,-5.4,49.4,0.0,0.4,10.1,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
653,-7.6,-5.2,-7.1,71.2,3.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
654,0.0,-0.7,0.0,2.0,2.0,0.0,3.3,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
655,-5.4,-3.5,-3.5,54.6,6.0,5.2,6.9,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
656,-8.7,-5.2,-5.6,53.0,1.0,0.0,0.5,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
657,-8.3,-3.6,-6.5,56.4,5.0,2.1,7.2,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
658,-7.5,-4.9,-5.3,107.0,8.0,0.1,5.3,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
659,-2.6,-0.3,-1.0,19.0,18.0,1.9,8.6,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
660,-6.6,-2.9,-2.9,69.6,15.0,0.0,4.8,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
661,-5.2,-2.3,-5.2,99.7,6.4,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
662,-1.9,-0.7,-1.9,30.0,11.0,2.2,5.8,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
663,-4.0,-0.9,-3.9,77.2,7.0,0.6,4.5,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
664,-11.3,-4.5,-11.3,103.4,2.3,0.8,2.7,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
665,-11.5,-5.2,-11.5,121.0,12.0,4.1,8.6,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
666,-7.2,-2.9,-7.2,76.1,1.0,4.9,9.4,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
667,-13.1,-11.2,-11.4,98.9,0.0,0.0,3.6,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
668,-14.6,-11.1,-11.1,70.0,0.0,7.2,15.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
669,-8.4,-5.4,-6.6,5.0,0.0,0.8,19.7,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
670,-10.6,-6.1,-6.1,71.8,0.0,13.1,15.9,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
671,-15.6,-11.4,-15.3,94.0,0.0,0.5,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
672,-16.0,-11.1,-16.0,80.0,0.0,6.0,14.7,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
673,-11.6,-6.2,-9.8,4.0,0.0,1.4,23.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
674,-11.2,-6.0,-11.2,68.4,0.0,4.1,17.7,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
675,-12.8,-8.1,-12.8,89.0,0.0,3.9,12.2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
676,-15.4,-14.5,-14.8,89.6,0.0,0.0,3.2,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
677,-16.0,-14.5,-14.5,82.0,0.0,5.9,12.2,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
678,-10.8,-8.9,-10.1,4.0,0.0,0.8,15.3,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
679,-11.9,-8.7,-10.7,67.0,0.0,3.2,13.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
680,-12.8,-11.5,-11.7,84.0,0.0,3.7,9.7,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
681,-16.7,-13.9,-16.7,81.0,0.0,2.1,8.9,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
682,-10.1,-7.0,-8.8,4.0,0.0,3.1,15.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
683,-15.2,-9.2,-15.2,65.1,0.0,8.1,10.3,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
684,-14.1,-11.1,-13.7,84.0,0.0,2.2,7.5,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
685,-14.3,-12.4,-14.3,87.5,0.0,0.8,3.1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
686,-14.3,-12.4,-14.3,87.5,0.0,0.8,3.1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
687,-14.3,-12.4,-14.3,87.5,0.0,0.8,3.1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
688,-16.7,-13.0,-14.7,74.0,0.0,4.3,9.2,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
689,-16.7,-13.0,-14.7,74.0,0.0,4.3,9.2,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
690,-16.7,-13.0,-14.7,74.0,0.0,4.3,9.2,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
691,-11.0,-7.1,-8.6,0.0,0.0,3.9,16.1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
692,-11.0,-7.1,-8.6,0.0,0.0,3.9,16.1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
693,-11.0,-7.1,-8.6,0.0,0.0,3.9,16.1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
