obs_date_time,obs_location,sky_cover,precip_type,air_temp_min,air_temp_max,air_temp_current,snow_height,new_snow_height,wind_direction,wind_speed,wind_gust,hazard,avalanche_obs_date_time
11/12/2015,Mt Roberts Tram Wx,OVC,SN,29.6,32.3,31.9,12.6,7,SE,27,42,0,
11/13/2015,Mt Roberts Tram Wx,OVC,SN,31.6,32.4,31.7,14.2,5,SE,26,29,0,
11/13/2015,Speel Arm Balcony Wx,OVC,SN,30.6,32.5,31.4,19,5,SSW,7.1,23.3,0,
11/14/2015,Mt Roberts Tram Wx,OVC,SN,31.6,32.4,31.8,22.4,7,SSE,10,10,0,
11/14/2015,Snowslide Creek Wx,OVC,RA,31.2,33.4,31.2,0,0,SSW,1.1,25.1,0,
11/15/2015,Mt Roberts Tram Wx,OVC,SN,28.2,31.8,28.2,29.9,6,SE,5,7,0,
11/15/2015,Snowslide Creek Wx,OVC,SN,33.6,38.9,34,0,0,E,2.5,29.8,0,
11/16/2015,Mt Roberts Tram Wx,OVC,NO,24.9,32.9,25.4,31.9,4,SSE,17,23,0,
11/16/2015,Snowslide Creek Wx,OVC,NO,32.7,37.4,33.1,0,1,N,0.6,15.5,0,
11/17/2015,Mt Roberts Tram Wx,BKN,SN,24.6,26.7,25.5,32.7,3,SSW,10,15,0,
11/18/2015,Mt Roberts Tram Wx,X,SN,23.5,26.4,24.9,37,4,SSE,10,16,1,
11/18/2015,Snowslide Creek Wx,OVC,SN,30.6,33.8,32.2,6,4,ESE,7.5,12.4,1,
11/20/2015,Mt Roberts Tram Wx,OVC,SN,21,31.8,31.8,39,2,SE,19,30,1,
11/20/2015,Snowslide Creek Wx,OVC,RA,27.3,39.2,39.2,2,1,E,7.5,15.5,1,
11/19/2015,Mt Roberts Tram Wx,OVC,SN,20.8,27.3,21,39.8,4,S,3,10,1,
11/19/2015,Snowslide Creek Wx,OVC,RA,27,32,29,3,2,W,0,2,1,
11/21/2015,Mt Roberts Tram Wx,OVC,RA,31.7,36.2,36.2,37,0,SE,34,42,1,
11/21/2015,Snowslide Creek Wx,OVC,RA,39.4,43.9,43.9,0,0,ESE,23.6,46,1,
11/22/2015,Mt Roberts Tram Wx,OVC,NO,28.3,36.7,28.5,35,0,SSE,11,18,1,
11/22/2015,Snowslide Creek Wx,OVC,NO,34.2,48.8,35.6,0,0,E,3.7,37.9,1,
11/22/2015,Speel Arm Balcony Wx,OVC,RA,29.4,38.6,29.4,13,0,SSW,3.1,29,1,
11/23/2015,Mt Roberts Tram Wx,FEW,NO,21.2,28.9,21.2,39.8,5,SSE,0,6,1,
11/23/2015,Speel Arm Balcony Wx,CLR,NO,23.9,29.4,24,13,3,NW,3.2,13.1,1,
11/24/2015,Mt Roberts Tram Wx,OVC,SN,-6.6,-4.4,-4.4,95,0,SE,8,9,1,
11/24/2015,Snowslide Creek Wx,OVC,NO,-4.3,-0.9,-1.3,0,0,E,0.8,3.1,1,
11/25/2015,Speel Arm Balcony Wx,BKN,NO,-4.4,1.3,1.1,44,1,NNW,0.3,3,1,
11/26/2015,Speel Arm Balcony Wx,FEW,NO,-0.8,6.7,6.6,37,0,SSW,4.2,7.6,1,
11/26/2015,Snowslide Creek Wx,FEW,NO,-0.2,1.7,1,0,0,NE,3.9,6.1,1,
11/26/2015,Mt Roberts Tram Wx,FEW,NO,-2.6,1.9,1.9,88.9,0,SE,7,15,1,
11/27/2015,Speel Arm Balcony Wx,BKN,NO,1.1,6.6,1.4,37,0,S,1.2,8.4,1,
11/27/2015,Mt Roberts Tram Wx,BKN,NO,-0.3,2.9,0.6,87.1,0,SE,6,14,1,
11/27/2015,Snowslide Creek Wx,BKN,NO,-1.1,3,2.1,0,0,E,1.4,5.5,1,
11/28/2015,Mt Roberts Tram Wx,X,RS,-0.3,3,0.3,103.1,19,SSE,20,40,1,
11/28/2015,Snowslide Creek Wx,OVC,RA,1.9,7.8,4,0,0,SE,5.3,9.4,1,
11/28/2015,Speel Arm Balcony Wx,OVC,RS,-0.3,4.4,0.2,46,11,S,1.7,7,1,
11/30/2015,Speel Arm Balcony Wx,OVC,RA,0.4,4.7,1,51,0,S,0.7,12,1,
12/1/2015,Mt Roberts Tram Wx,OVC,RA,0.4,1.7,1,94,0,SE,1,20,1,
12/1/2015,Speel Arm Balcony Wx,OVC,RA,0.2,1.9,1.9,56,5,S,1.2,4.8,1,
12/1/2015,Snowslide Creek Wx,OVC,RA,3.1,6.2,4.9,0,0,SSE,5.5,15.8,1,
12/2/2015,Speel Arm Balcony Wx,OVC,RA,-0.4,3.3,0.6,49,0,SW,3.3,5.1,1,
12/2/2015,Mt Roberts Tram Wx,OVC,RS,0.2,2.5,0.2,90,0,SE,5,20,1,
12/2/2015,Snowslide Creek Wx,OVC,RA,3.7,6.1,3.7,0,0,SE,3.1,13.6,1,
12/5/2015,Speel Arm Balcony Wx,FEW,NO,-1.9,1.9,0.1,51,0,N,1.2,4.3,1,
12/5/2015,Snowslide Creek Wx,FEW,NO,-2.2,0.4,-0.3,0,0,NNW,0.6,3.1,1,
12/5/2015,Mt Roberts Tram Wx,FEW,NO,-1,1.8,1.7,86.1,0,NE,5,14,1,
12/4/2015,Speel Arm Balcony Wx,CLR,NO,-0.5,2,0.6,54,0,NNW,1.1,5.9,1,
12/4/2015,Snowslide Creek Wx,X,NO,-1.6,3,-1.5,0,0,N,0,4.4,1,
12/4/2015,Mt Roberts Tram Wx,CLR,NO,-0.9,1.6,-0.9,88.1,0,SSW,2,3,1,
12/3/2015,Mt Roberts Tram Wx,FEW,NO,0.1,2,1.2,89,0,ENE,3,6,1,
12/3/2015,Snowslide Creek Wx,SCT,NO,3,5,3.3,0,0,N,0,12.2,1,
12/3/2015,Speel Arm Balcony Wx,FEW,NO,-0.4,2.4,0.8,45,0,NNW,1.7,5.2,1,
12/6/2015,Speel Arm Balcony Wx,OVC,NO,-2.5,2.7,0,52,0,N,1.8,8.9,1,
12/6/2015,Mt Roberts Tram Wx,OVC,NO,-0.8,1.4,-0.1,86.1,0,E,7,15,1,
12/6/2015,Snowslide Creek Wx,OVC,NO,-0.5,6,5.1,0,0,SE,5,12.2,1,
12/7/2015,Speel Arm Balcony Wx,X,SN,-1.4,1.9,-0.8,50,1,SW,0.4,8.5,1,
12/7/2015,Mt Roberts Tram Wx,OVC,SN,-1.4,0.8,0.2,85.1,2,NE,1,2,1,
12/7/2015,Snowslide Creek Wx,OVC,RA,0.4,5.4,1.2,0,0,ESE,0.3,16.6,1,
11/30/2015,Snowslide Creek Wx,OVC,RA,3.9,8.6,5.4,0,0,E,4.2,20.3,1,
11/30/2015,Mt Roberts Tram Wx,OVC,RA,0.3,2.7,1,94,2,SE,7,15,1,
12/8/2015,Speel Arm Balcony Wx,OVC,RA,-1.1,3.4,2.9,75,20,N,4.4,8.6,1,
12/8/2015,Mt Roberts Tram Wx,OVC,RA,-0.2,2.3,2.3,89.9,10,ENE,10,20,1,
12/8/2015,Snowslide Creek Wx,OVC,RA,0.8,5.4,5.4,0,0,NE,3.9,6.4,1,
12/9/2015,Speel Arm Balcony Wx,OVC,SN,-0.3,3.4,0.6,76,4,S,2.4,8.6,1,
12/9/2015,Snowslide Creek Wx,OVC,RA,2.4,7.5,3.6,0,0,SE,3.1,17.5,1,
12/9/2015,Mt Roberts Tram Wx,OVC,SN,-0.5,2.3,0.1,93,6,SE,7,20,1,
12/10/2015,Speel Arm Balcony Wx,SCT,NO,-0.4,1.5,0.2,66,5,N,1.7,6.2,1,
12/10/2015,Snowslide Creek Wx,FEW,NO,1.6,5.3,1.6,0,0,N,0,15.5,1,
12/10/2015,Mt Roberts Tram Wx,FEW,NO,-0.3,0.8,-0.3,97,5,ENE,5,20,1,
12/14/2015,Speel Arm Balcony Wx,X,SN,-6.8,-4.4,-4.4,65,5,N,0.7,3.9,1,
12/14/2015,Mt Roberts Tram Wx,X,SN,-6,-4,-4,98,4,SE,8,17,1,
12/14/2015,Snowslide Creek Wx,OVC,SN,-3.5,-0.3,-0.4,2,2,SE,5.5,7.5,1,
12/15/2015,Mt Roberts Tram Wx,OVC,NO,-4.1,-1.2,-1.2,105,10,SE,6,20,1,
12/15/2015,Snowslide Creek Wx,OVC,NO,-0.4,3.1,2.8,2,2,E,3.3,9.7,1,
12/16/2015,Mt Roberts Tram Wx,OVC,NO,-1.3,-0.3,-0.9,106,1,SE,6,8,1,
12/16/2015,Snowslide Creek Wx,OVC,NO,2.3,3.6,2.8,1,0,ESE,1.4,8.6,1,
12/18/2015,Speel Arm Balcony Wx,OVC,NO,-3.7,0.3,-3.6,79,3,N,2.3,5.9,1,
12/18/2015,Mt Roberts Tram Wx,X,SN,-3.3,-1.1,-3.3,106,1,SE,4,10,1,
12/18/2015,Snowslide Creek Wx,OVC,RA,1.2,4,1.2,0,0,N,0,16.6,1,
12/19/2015,Speel Arm Balcony Wx,OVC,NO,-4.3,-1.1,-1.1,77,0,N,1.3,4.2,1,
12/19/2015,Mt Roberts Tram Wx,BKN,NO,-3.6,-0.4,-1.4,106,0,E,5,10,1,
12/19/2015,Snowslide Creek Wx,BKN,NO,-0.2,2.4,1.3,0,0,NW,1.4,4.2,1,
12/20/2015,Speel Arm Balcony Wx,BKN,SN,-4.1,-0.7,-4.1,76,5,SSE,0.2,6.4,1,
12/20/2015,Snowslide Creek Wx,BKN,SN,0,3.2,0.8,1,1,E,0.8,14.2,1,
12/21/2015,Speel Arm Balcony Wx,BKN,NO,-3.8,0,-0.4,86,15,S,1.4,4.8,1,
12/21/2015,Mt Roberts Tram Wx,BKN,NO,-3,-0.6,-1.2,115,8,SE,8,25,1,
12/21/2015,Snowslide Creek Wx,BKN,NO,0.5,3.8,2.8,0,0,E,1.9,15.5,1,
12/17/2015,Speel Arm Balcony Wx,OVC,SN,-2.5,1,-1.1,77,0,NW,1.2,6.1,1,
12/17/2015,Mt Roberts Tram Wx,OVC,SN,-1.8,-0.2,-1.4,106,0,ENE,11,25,1,
12/17/2015,Snowslide Creek Wx,OVC,NO,0.6,3.9,2.9,0,0,NE,1.7,6.9,1,
12/22/2015,Speel Arm Balcony Wx,X,SN,-3.5,-0.3,-1.9,104,13,SSW,0.8,4.3,1,
12/22/2015,Mt Roberts Tram Wx,OVC,SN,-2.7,-0.6,-1.8,122,8,SE,6,20,1,
12/22/2015,Snowslide Creek Wx,OVC,RS,0.3,3.7,0.6,1,1,N,0,13,1,
12/23/2015,Speel Arm Balcony Wx,OVC,SN,-3.3,-1.7,-3.3,107,7,NW,0.8,4.1,1,
12/23/2015,Mt Roberts Tram Wx,BKN,NO,-3.1,-0.8,-3.1,119,0,ESE,2,12,1,
12/23/2015,Snowslide Creek Wx,BKN,NO,-0.4,1.5,-0.3,0,0,ESE,1.7,5.5,1,
12/24/2015,Speel Arm Balcony Wx,FEW,NO,-6.3,-2.8,-6.3,102,0,N,2.9,6.2,1,
12/24/2015,Mt Roberts Tram Wx,FEW,NO,-6.1,-1.8,-6.1,119,0,NE,5,10,1,
12/24/2015,Snowslide Creek Wx,FEW,NO,-3,1,-3,0,0,N,0,5,1,
12/26/2015,Speel Arm Balcony Wx,X,SN,-12.1,-5.6,-5.6,102,3,NNW,1.4,3.8,1,
12/26/2015,Snowslide Creek Wx,OVC,SN,-7.6,-2.8,-2.9,2,2,N,0,5.8,1,
12/26/2015,Mt Roberts Tram Wx,X,SN,-10.7,-4,-4.8,116,3,ESE,1,9,1,
12/25/2015,Snowslide Creek Wx,FEW,NO,-8,-2.2,-7.5,1,0,NNW,0.3,1.9,1,
12/25/2015,Speel Arm Balcony Wx,FEW,NO,-11.7,-6,-11.7,104,0,NNW,0.8,5.9,1,
12/28/2015,Speel Arm Balcony Wx,BKN,NO,-4.2,-1.6,-4.2,114,0,SW,0.3,3,1,
12/28/2015,Snowslide Creek Wx,BKN,NO,-2.8,0,-1.6,11,0,E,0.6,2.5,1,
12/27/2015,Mt Roberts Tram Wx,OVC,NO,-5.6,-2.7,-2.7,124,10,E,1,5,1,
12/27/2015,Snowslide Creek Wx,OVC,NO,-3,-1.1,-1.1,11,10,NW,0.6,1.9,1,
12/29/2015,Speel Arm Balcony Wx,OVC,SN,-4.2,0.2,-1.5,111,2,S,1.6,8,1,
12/29/2015,Mt Roberts Tram Wx,OVC,SN,-2.9,-0.8,-1.3,130,9,SE,8,17,1,
12/29/2015,Snowslide Creek Wx,OVC,RA,-1.2,0.8,0.2,11,0,ESE,3.9,6.9,1,
12/30/2015,Speel Arm Balcony Wx,FEW,NO,-2.9,0.3,-1.9,116,3,W,0.5,4.7,1,
12/30/2015,Mt Roberts Tram Wx,FEW,NO,-2.5,0,-2,129,2,SE,3,6,1,
12/30/2015,Snowslide Creek Wx,FEW,NO,-0.2,1.8,-0.2,5,0,ESE,0.3,5.5,1,
12/31/2015,Speel Arm Balcony Wx,OVC,NO,-2.1,2.4,2.1,113,0,S,2.8,8,2,
12/31/2015,Mt Roberts Tram Wx,OVC,NO,-1.5,0.3,0.3,128,0,SE,15,25,2,
12/31/2015,Snowslide Creek Wx,OVC,NO,-0.5,4.8,4.8,7,0,SE,4.4,11.4,2,
12/11/2015,Speel Arm Balcony Wx,CLR,NO,-3.2,0.9,-3.2,72,0,N,1.9,7.7,1,
12/11/2015,Mt Roberts Tram Wx,CLR,NO,-2.2,0.3,-2.2,97,0,NE,5,7,1,
12/11/2015,Snowslide Creek Wx,CLR,NO,-1,2.5,-1,0,0,WNW,1.4,5.3,1,
12/12/2015,Speel Arm Balcony Wx,OVC,SN,-5.3,-3.2,-3.8,71,0,NNW,0.3,5.7,1,
12/12/2015,Mt Roberts Tram Wx,OVC,SN,-3.8,-1.6,-3.1,97,2,E,1,1,1,
12/12/2015,Snowslide Creek Wx,OVC,NO,-1.5,1.1,-0.4,0,0,N,0.8,6.7,1,
12/13/2015,Speel Arm Balcony Wx,OVC,NO,-6.2,-3.1,-5.8,60,0,NW,0.3,3.5,1,
12/13/2015,Mt Roberts Tram Wx,OVC,NO,-5.6,-2.5,-5.6,97,3,NE,1,4,1,
12/13/2015,Snowslide Creek Wx,OVC,NO,-2.8,0.1,-2.7,1,1,NNE,0.3,2.8,1,
1/5/2016,Speel Arm Balcony Wx,CLR,NO,-2.2,0,-1.6,115,0,NNW,2.9,8.6,1,
1/5/2016,Snowslide Creek Wx,CLR,NO,-3.3,0.4,-3.3,0,0,NW,1.1,3.3,1,
1/4/2016,Speel Arm Balcony Wx,CLR,NO,-1,2.3,-0.2,118,0,N,2.8,7.1,1,
1/4/2016,Snowslide Creek Wx,CLR,NO,-1.5,2,-1.5,0,0,NNE,0.3,3.6,1,
1/3/2016,Speel Arm Balcony Wx,SCT,NO,-0.5,3.9,1,121,13,NNW,1.1,6.7,1,
1/3/2016,Mt Roberts Tram Wx,FEW,NO,-0.4,2.5,0.3,154,28,E,1,20,2,
1/3/2016,Snowslide Creek Wx,FEW,NO,1.3,6,1.3,0,0,NW,1.7,18.3,1,
1/2/2016,Speel Arm Balcony Wx,OVC,NO,0.2,4.3,3.9,113,0,S,3.6,6.1,2,
1/2/2016,Mt Roberts Tram Wx,OVC,NO,-0.2,3.9,2.5,130,2,SSE,8,17,2,
1/2/2016,Snowslide Creek Wx,OVC,NO,2.1,5.4,3.5,0,0,SE,6.4,18,2,
1/1/2016,Speel Arm Balcony Wx,OVC,RS,-1.5,2.1,0.3,114,10,NNE,0.2,9.8,1,
1/1/2016,Mt Roberts Tram Wx,OVC,RS,-0.9,0.7,0.5,132,8,SSE,7,16,2,
1/1/2016,Snowslide Creek Wx,OVC,RA,2.8,6.4,3.4,0,0,SE,5.5,18.3,2,
1/6/2016,Speel Arm Balcony Wx,SCT,NO,-2,1.5,-1.3,108,0,N,2.2,7.9,1,
1/6/2016,Mt Roberts Tram Wx,FEW,NO,-2.8,2.4,-0.9,146,0,NE,12,25,1,
1/6/2016,Snowslide Creek Wx,FEW,NO,-3.9,4.9,4.6,0,0,SE,7.5,16.9,1,
1/7/2016,Speel Arm Balcony Wx,FEW,NO,-2.8,0.2,-1.8,107,0,N,2.2,6.9,1,
1/7/2016,Mt Roberts Tram Wx,FEW,NO,-1.9,0.3,-1.7,143,0,NE,2,20,1,
1/7/2016,Snowslide Creek Wx,FEW,NO,-2,4.1,-2,1,0,WNW,1.1,19.4,1,
1/8/2016,Speel Arm Balcony Wx,CLR,NO,-3.7,-0.7,-1,104,0,NW,0.8,5.2,1,
1/8/2016,Mt Roberts Tram Wx,CLR,NO,-1.7,0.1,-0.7,142,0,ENE,0,20,1,
1/8/2016,Snowslide Creek Wx,CLR,NO,-3.7,0.1,-3.6,1,0,N,0,2.8,1,
1/9/2016,Speel Arm Balcony Wx,OVC,SN,-2.3,0.1,-2.3,101,1,SSW,0.3,4.3,1,
1/9/2016,Mt Roberts Tram Wx,OVC,RS,-0.2,3.4,0.3,140,1,SSE,7,14,1,
1/9/2016,Snowslide Creek Wx,OVC,RA,-4,1.5,1.4,1,0,E,1.1,3.6,1,
1/10/2016,Speel Arm Balcony Wx,OVC,NO,-1.3,1.9,1.4,115,15,NNW,1.8,6,1,
1/10/2016,Snowslide Creek Wx,OVC,NO,1,2.8,1.9,1,0,NE,0.3,8.1,1,
1/11/2016,Speel Arm Balcony Wx,OVC,RA,0.9,2.7,1.7,111,0,N,1.4,4.5,2,
1/11/2016,Mt Roberts Tram Wx,OVC,RA,1.3,3,1.9,135,0,E,2,10,2,
1/11/2016,Snowslide Creek Wx,OVC,RA,1.8,3.1,2.9,0,0,N,0,6.1,2,
1/12/2016,Speel Arm Balcony Wx,OVC,RA,1.3,2.8,2.5,98,0,S,2.5,8.2,2,
1/12/2016,Mt Roberts Tram Wx,OVC,RA,1.5,2.6,1.9,131,0,SE,9,12,1,
1/12/2016,Snowslide Creek Wx,OVC,RA,2.8,6.7,4.7,0,0,ESE,1.9,10.8,1,
1/17/2016,Speel Arm Balcony Wx,SCT,NO,-2.5,-0.1,-0.5,97,0,NNW,2.5,9,1,
1/17/2016,Mt Roberts Tram Wx,SCT,NO,-2.1,0,-0.7,122,0,ENE,12,20,1,
1/17/2016,Snowslide Creek Wx,SCT,NO,1.4,4.8,1.9,0,0,NW,0.8,14.2,1,
1/16/2016,Speel Arm Balcony Wx,OVC,NO,-2.2,0.6,-0.8,96,0,N,5.3,9.6,1,
1/16/2016,Mt Roberts Tram Wx,OVC,NO,-1.3,1.4,-1.1,123,0,ENE,12,25,1,
1/16/2016,Snowslide Creek Wx,OVC,NO,-0.1,4,4,0,0,ENE,3.1,11.9,1,
1/15/2016,Speel Arm Balcony Wx,X,NO,-0.1,1.4,-0.1,98,0,WSW,0.1,4.7,1,
1/15/2016,Mt Roberts Tram Wx,FEW,NO,0.3,1.1,0.4,124,3,ESE,1,20,1,
1/15/2016,Snowslide Creek Wx,FEW,NO,2.9,4.3,2.9,0,0,ESE,2.5,8.3,1,
1/14/2016,Speel Arm Balcony Wx,OVC,RS,0.3,3.1,0.4,102,8,S,0.4,4.5,2,
1/14/2016,Mt Roberts Tram Wx,OVC,RS,0.2,3.4,0.6,123,0,SE,4,13,1,
1/14/2016,Snowslide Creek Wx,OVC,RA,2.7,4.5,3.2,0,0,ESE,1.7,5.3,1,
1/13/2016,Speel Arm Balcony Wx,OVC,RA,1.6,4.4,2.7,98,0,NNW,1.2,5,2,
1/13/2016,Mt Roberts Tram Wx,OVC,RA,1.7,4.1,2.8,125,0,E,7,12,1,
1/13/2016,Snowslide Creek Wx,OVC,RA,2.6,5,2.7,0,0,NNW,0.6,4.2,1,
1/18/2016,Speel Arm Balcony Wx,OVC,SN,-2.6,1.3,-1.3,88,0,NNW,0.6,9.4,1,
1/18/2016,Mt Roberts Tram Wx,OVC,SN,-2.6,1.1,0.5,121,1,SE,1,25,1,
1/18/2016,Snowslide Creek Wx,OVC,RA,1.5,5.9,4,0,0,NW,1.4,17.5,1,
1/19/2016,Speel Arm Balcony Wx,OVC,SN,-1.3,2.7,0.8,99,0,NNW,1.6,5.9,1,
1/19/2016,Mt Roberts Tram Wx,OVC,NO,0,2.6,0.4,123,0,E,1,16,1,
1/19/2016,Snowslide Creek Wx,OVC,NO,3.8,3.8,3.8,0,0,WNW,1.1,2.8,1,
1/20/2016,Speel Arm Balcony Wx,BKN,NO,-1.7,1.3,-0.9,99,5,NNW,0.3,4,1,
1/20/2016,Mt Roberts Tram Wx,BKN,NO,-0.7,1.8,-0.2,124,3,SSE,0,10,1,
1/20/2016,Snowslide Creek Wx,BKN,NO,1.5,3.8,2.3,0,0,ESE,1.4,3.1,1,
1/21/2016,Speel Arm Balcony Wx,OVC,RA,-0.2,2.9,1,96,0,N,2.4,7.7,1,
1/21/2016,Mt Roberts Tram Wx,OVC,NO,-1,1.4,-1,125,0,ENE,14,20,1,
1/21/2016,Snowslide Creek Wx,OVC,RA,1.4,6.2,4.7,0,0,ENE,2.8,13.6,1,
1/22/2016,Speel Arm Balcony Wx,OVC,RS,-0.4,2,2,104,12,S,3.2,5.4,1,
1/22/2016,Mt Roberts Tram Wx,OVC,RS,-1,1.6,1.6,128,5,SE,14,20,1,
1/22/2016,Snowslide Creek Wx,OVC,RA,2.6,5.8,5.8,0,0,SE,4.7,13,1,
1/27/2016,Speel Arm Balcony Wx,OVC,RA,1.2,4.1,3.8,101,0,NNW,2.1,14.7,2,
1/27/2016,Mt Roberts Tram Wx,OVC,RA,0.8,4.4,1.8,131,0,E,7,32,2,
1/26/2016,Speel Arm Balcony Wx,X,RA,0.5,4.7,4.1,108,0,S,6.4,11.2,2,
1/26/2016,Mt Roberts Tram Wx,X,RA,0.5,2.9,2.9,137,0,SE,6,25,2,
1/26/2016,Snowslide Creek Wx,OVC,RA,3,5,4.9,0,0,SSE,3.1,5.8,2,
1/25/2016,Speel Arm Balcony Wx,OVC,RA,-0.2,1.4,1.1,118,23,NNW,0.8,5.6,1,
1/25/2016,Mt Roberts Tram Wx,OVC,RA,-0.6,0.8,0.5,147,15,SE,5,15,1,
1/25/2016,Snowslide Creek Wx,OVC,RA,2.6,5,4.1,0,0,SSE,0.6,15.5,1,
1/24/2016,Speel Arm Balcony Wx,OVC,RS,-0.5,1,0.9,97,0,S,1.6,7.5,1,
1/24/2016,Mt Roberts Tram Wx,OVC,RS,-0.1,0.6,0.1,133,8,ESE,8,20,1,
1/24/2016,Snowslide Creek Wx,OVC,RA,3.3,5.2,3.8,0,0,SE,5.3,17.8,1,
1/23/2016,Speel Arm Balcony Wx,OVC,SN,-0.1,2,0.1,106,5,S,4.3,7.2,1,
1/23/2016,Mt Roberts Tram Wx,OVC,SN,-0.1,1.6,0.1,128,3,SE,8,15,1,
1/23/2016,Snowslide Creek Wx,OVC,RA,3.8,5.3,4.1,0,0,SE,7.5,18.9,1,
1/29/2016,Speel Arm Balcony Wx,BKN,NO,0.4,2.8,1.4,97,3,SSE,1,8.5,1,
1/29/2016,Mt Roberts Tram Wx,BKN,NO,0.3,1.8,0.5,128,0.5,SE,9,17,1,
1/29/2016,Snowslide Creek Wx,BKN,NO,4.9,6.9,5.9,0,0,E,2.5,15,1,
1/28/2016,Speel Arm Balcony Wx,X,RS,1.5,4.6,2.8,94,0,S,4.4,7.1,1,
1/28/2016,Mt Roberts Tram Wx,OVC,RS,1.6,3.6,1.8,127,0,SE,10,18,1,
1/28/2016,Snowslide Creek Wx,OVC,RA,5.1,7.4,6.8,0,0,SE,5,13.6,1,
1/30/2016,Speel Arm Balcony Wx,FEW,NO,-0.9,2.3,-0.9,95,0,WSW,0.2,3.3,1,
1/30/2016,Mt Roberts Tram Wx,FEW,NO,-0.7,2.1,-0.7,126,0,WNW,2,10,1,
1/30/2016,Snowslide Creek Wx,FEW,NO,1.9,5.8,2,0,0,N,0,4.2,1,
2/1/2016,Speel Arm Balcony Wx,BKN,NO,-3.6,0.4,-3.6,92,0,WSW,0.3,2.6,1,
2/1/2016,Snowslide Creek Wx,OVC,NO,-2.1,2.5,0,0,0,E,0.8,3.6,1,
2/2/2016,Speel Arm Balcony Wx,OVC,NO,-3.6,-1.6,-2.2,94,0,NNW,1.1,3.9,1,
2/2/2016,Mt Roberts Tram Wx,OVC,NO,-3.6,-1.4,-1.9,126,0,SE,2,10,1,
2/2/2016,Snowslide Creek Wx,OVC,NO,0.2,2.9,0.7,0,0,ESE,1.7,5.8,1,
2/3/2016,Speel Arm Balcony Wx,OVC,NO,-2.7,0.9,0.9,96,0,N,2,4.9,1,
2/3/2016,Mt Roberts Tram Wx,OVC,NO,-1.9,0.4,-0.3,130,3,ENE,6,12,1,
2/3/2016,Snowslide Creek Wx,OVC,NO,0.8,2.6,1.6,0,0,N,0,3.1,1,
2/4/2016,Speel Arm Balcony Wx,X,SN,-1.9,2,0.2,98,4,NW,0.1,5.4,1,
2/4/2016,Mt Roberts Tram Wx,OVC,RS,-1.5,0.8,0.8,132,8,SE,7,15,1,
2/4/2016,Snowslide Creek Wx,OVC,RA,1.1,4,3.5,0,0,SE,0.6,7.8,1,
2/5/2016,Speel Arm Balcony Wx,OVC,SN,-0.3,0.7,-0.3,124,26,N,0,2.7,1,
2/5/2016,Mt Roberts Tram Wx,OVC,SN,-0.6,1.3,-0.6,137,5,SSE,2,15,1,
2/5/2016,Snowslide Creek Wx,OVC,RS,1.4,5.2,1.6,0,0,ESE,0.6,8.1,1,
2/6/2016,Speel Arm Balcony Wx,OVC,SN,-1.6,0.3,-1.6,132,8,S,3.6,6.5,1,
2/6/2016,Mt Roberts Tram Wx,OVC,SN,-1.2,0.7,-1.1,143,7,SE,7,12,1,
2/6/2016,Snowslide Creek Wx,OVC,RS,1.6,3.4,2.2,0,0,SE,3.1,5.8,1,
2/6/2016,Snettisham Dorm Wx,OVC,SN,0.1,2.2,0.1,320.4,10,N,0,5.1,1,
2/7/2016,Speel Arm Balcony Wx,X,SN,-2.2,-0.8,-2.1,132,0,N,4,7.3,1,
2/7/2016,Mt Roberts Tram Wx,OVC,SN,-2.3,0.6,-2.3,149,6,NE,13,18,1,
2/7/2016,Snowslide Creek Wx,OVC,RS,1,4.3,2.8,0,0,NE,0.8,12.8,1,
2/8/2016,Speel Arm Balcony Wx,OVC,NO,-2.1,2.6,1.9,139,7,NNW,0.9,6.9,1,
2/8/2016,Mt Roberts Tram Wx,OVC,NO,-2.6,1.7,1.7,148,3,NE,2,15,1,
2/9/2016,Speel Arm Balcony Wx,OVC,RA,1,5.5,2.4,123,0,SW,0.9,17,1,
2/9/2016,Mt Roberts Tram Wx,OVC,RA,0.6,3.7,1.1,143,0,NNE,2,20,1,
2/9/2016,Snowslide Creek Wx,OVC,RA,2.7,9.3,3.5,0,0,N,0,14.4,2,
2/11/2016,Speel Arm Balcony Wx,OVC,RA,1.9,5.9,3.7,108,0,SSW,3.5,8.9,1,
2/15/2016,Speel Arm Balcony Wx,X,RS,0.1,2.5,0.2,100,0,SSW,2.7,5,1,
2/15/2016,Mt Roberts Tram Wx,BKN,SN,0.2,2.9,0.6,128,1,E,4,10,1,
2/15/2016,Snowslide Creek Wx,BKN,RA,3.2,6,4.6,0,0,E,1.9,6.4,1,
2/14/2016,Speel Arm Balcony Wx,OVC,RS,0,2.8,0.7,100,3,N,0,2.5,1,
2/14/2016,Mt Roberts Tram Wx,OVC,RA,0.5,3.3,0.9,128,0,SE,6,9,1,
2/14/2016,Snowslide Creek Wx,OVC,RA,3.6,7,4.1,0,0,ESE,1.7,11.4,1,
2/13/2016,Speel Arm Balcony Wx,OVC,RA,0.9,3.4,0.9,97,0,SW,0.5,7.6,1,
2/13/2016,Mt Roberts Tram Wx,OVC,RA,1,2.6,1,129,0,ESE,7,9,1,
2/13/2016,Snowslide Creek Wx,OVC,RA,4.4,7.4,5,0,0,SE,1.9,12.8,1,
2/12/2016,Speel Arm Balcony Wx,OVC,RA,2.7,6.1,2.7,101,0,NW,0.9,7,1,
