,obs_date_time,obs_location,sky_cover,precip_type,air_temp_min,air_temp_max,air_temp_current,snow_height,new_snow_height,wind_direction,wind_speed,wind_gust,hazard
0,2015-11-10 06:00:00,Mt Roberts Tram Wx,OVC,RS,33.0,34.8,33.5,2.8,,SW,5.0,10.0,0.0
1,2015-11-11 06:00:00,Mt Roberts Tram Wx,OVC,SN,29.9,33.5,30.0,4.3,,SE,11.0,14.0,0.0
2,2015-11-12 06:00:00,Mt Roberts Tram Wx,OVC,SN,29.6,32.3,31.9,12.6,7.0,SE,27.0,42.0,0.0
3,2015-11-13 06:00:00,Mt Roberts Tram Wx,OVC,SN,31.6,32.4,31.7,14.2,5.0,SE,26.0,29.0,0.0
4,2015-11-13 06:00:00,Speel Arm Balcony Wx,OVC,SN,30.6,32.5,31.4,19.0,5.0,SSW,7.1,23.3,0.0
5,2015-11-13 06:00:00,Snowslide Creek Wx,OVC,RA,38.0,41.4,38.9,,,ESE,10.6,35.4,0.0
6,2015-11-14 06:00:00,Speel Arm Balcony Wx,OVC,NO,31.2,33.4,32.4,,,S,4.7,25.1,0.0
7,2015-11-14 06:00:00,Mt Roberts Tram Wx,OVC,SN,31.6,32.4,31.8,22.4,7.0,SSE,10.0,10.0,0.0
8,2015-11-14 06:00:00,Snowslide Creek Wx,OVC,RA,31.2,33.4,31.2,0.0,0.0,SSW,1.1,25.1,0.0
9,2015-11-15 06:00:00,Mt Roberts Tram Wx,OVC,SN,28.2,31.8,28.2,29.9,6.0,SE,5.0,7.0,0.0
10,2015-11-15 06:00:00,Snowslide Creek Wx,OVC,SN,33.6,38.9,34.0,0.0,0.0,E,2.5,29.8,0.0
11,2015-11-15 06:00:00,Speel Arm Balcony Wx,OVC,NO,26.8,32.4,26.8,,,N,0.0,18.3,0.0
12,2015-11-16 06:00:00,Mt Roberts Tram Wx,OVC,NO,24.9,32.9,25.4,31.9,4.0,SSE,17.0,23.0,0.0
13,2015-11-16 06:00:00,Snowslide Creek Wx,OVC,NO,32.7,37.4,33.1,0.0,1.0,N,0.6,15.5,0.0
14,2015-11-16 06:00:00,Speel Arm Balcony Wx,OVC,NO,24.5,28.2,26.8,,,,0.0,0.0,0.0
15,2015-11-17 06:00:00,Mt Roberts Tram Wx,BKN,SN,24.6,26.7,25.5,32.7,3.0,SSW,10.0,15.0,0.0
16,2015-11-18 06:00:00,Mt Roberts Tram Wx,X,SN,23.5,26.4,24.9,37.0,4.0,SSE,10.0,16.0,1.0
17,2015-11-18 06:00:00,Snowslide Creek Wx,OVC,SN,30.6,33.8,32.2,6.0,4.0,ESE,7.5,12.4,1.0
18,2015-11-18 06:00:00,Speel Arm Balcony Wx,X,SN,24.7,27.0,26.2,,,S,4.6,13.0,0.0
19,2015-11-20 06:00:00,Mt Roberts Tram Wx,OVC,SN,21.0,31.8,31.8,39.0,2.0,SE,19.0,30.0,1.0
20,2015-11-20 06:00:00,Snowslide Creek Wx,OVC,RA,27.3,39.2,39.2,2.0,1.0,E,7.5,15.5,1.0
21,2015-11-20 06:00:00,Speel Arm Balcony Wx,OVC,SN,24.3,32.4,32.4,,,WNW,5.1,17.8,1.0
22,2015-11-19 06:00:00,Mt Roberts Tram Wx,OVC,SN,20.8,27.3,21.0,39.8,4.0,S,3.0,10.0,1.0
23,2015-11-19 06:00:00,Snowslide Creek Wx,OVC,RA,27.0,32.0,29.0,3.0,2.0,W,0.0,2.0,1.0
24,2015-11-19 06:00:00,Speel Arm Balcony Wx,OVC,SN,23.7,26.8,24.3,,,SSW,3.4,11.5,1.0
25,2015-11-21 06:00:00,Mt Roberts Tram Wx,OVC,RA,31.7,36.2,36.2,37.0,0.0,SE,34.0,42.0,1.0
26,2015-11-21 06:00:00,Snowslide Creek Wx,OVC,RA,39.4,43.9,43.9,0.0,0.0,ESE,23.6,46.0,1.0
27,2015-11-21 06:00:00,Speel Arm Balcony Wx,OVC,RA,32.4,38.3,38.3,16.0,,WNW,5.1,21.5,1.0
28,2015-11-22 06:00:00,Mt Roberts Tram Wx,OVC,NO,28.3,36.7,28.5,35.0,0.0,SSE,11.0,18.0,1.0
29,2015-11-22 06:00:00,Snowslide Creek Wx,OVC,NO,34.2,48.8,35.6,0.0,0.0,E,3.7,37.9,1.0
30,2015-11-22 06:00:00,Speel Arm Balcony Wx,OVC,RA,29.4,38.6,29.4,13.0,0.0,SSW,3.1,29.0,1.0
31,2015-11-23 06:00:00,Mt Roberts Tram Wx,FEW,NO,21.2,28.9,21.2,39.8,5.0,SSE,0.0,6.0,1.0
32,2015-11-23 06:00:00,Snowslide Creek Wx,FEW,NO,26.6,37.1,26.8,0.4,1.0,,0.0,13.0,1.0
33,2015-11-23 06:00:00,Speel Arm Balcony Wx,CLR,NO,23.9,29.4,24.0,13.0,3.0,NW,3.2,13.1,1.0
34,2015-11-24 06:00:00,Mt Roberts Tram Wx,OVC,SN,-6.6,-4.4,-4.4,95.0,0.0,SE,8.0,9.0,1.0
35,2015-11-24 06:00:00,Snowslide Creek Wx,OVC,NO,-4.3,-0.9,-1.3,0.0,0.0,E,0.8,3.1,1.0
36,2015-11-24 06:00:00,Speel Arm Balcony Wx,OVC,,-6.8,-4.4,-4.8,45.0,10.0,E,0.0,3.9,1.0
37,2015-11-25 06:00:00,Mt Roberts Tram Wx,X,RS,-3.9,0.2,0.2,90.9,,SE,5.0,10.0,1.0
38,2015-11-25 06:00:00,Snowslide Creek Wx,OVC,NO,-1.3,0.7,0.7,1.0,,E,0.0,2.5,1.0
39,2015-11-25 06:00:00,Speel Arm Balcony Wx,BKN,NO,-4.4,1.3,1.1,44.0,1.0,NNW,0.3,3.0,1.0
40,2015-11-26 06:00:00,Speel Arm Balcony Wx,FEW,NO,-0.8,6.7,6.6,37.0,0.0,SSW,4.2,7.6,1.0
41,2015-11-26 06:00:00,Snowslide Creek Wx,FEW,NO,-0.2,1.7,1.0,0.0,0.0,NE,3.9,6.1,1.0
42,2015-11-26 06:00:00,Mt Roberts Tram Wx,FEW,NO,-2.6,1.9,1.9,88.9,0.0,SE,7.0,15.0,1.0
43,2015-11-27 06:00:00,Speel Arm Balcony Wx,BKN,NO,1.1,6.6,1.4,37.0,0.0,S,1.2,8.4,1.0
44,2015-11-27 06:00:00,Mt Roberts Tram Wx,BKN,NO,-0.3,2.9,0.6,87.1,0.0,SE,6.0,14.0,1.0
45,2015-11-27 06:00:00,Snowslide Creek Wx,BKN,NO,-1.1,3.0,2.1,0.0,0.0,E,1.4,5.5,1.0
46,2015-11-28 06:00:00,Mt Roberts Tram Wx,X,RS,-0.3,3.0,0.3,103.1,19.0,SSE,20.0,40.0,1.0
47,2015-11-28 06:00:00,Snowslide Creek Wx,OVC,RA,1.9,7.8,4.0,0.0,0.0,SE,5.3,9.4,1.0
48,2015-11-28 06:00:00,Speel Arm Balcony Wx,OVC,RS,-0.3,4.4,0.2,46.0,11.0,S,1.7,7.0,1.0
49,2015-11-30 06:00:00,Speel Arm Balcony Wx,OVC,RA,0.4,4.7,1.0,51.0,0.0,S,0.7,12.0,1.0
50,2015-12-01 06:00:00,Mt Roberts Tram Wx,OVC,RA,0.4,1.7,1.0,94.0,0.0,SE,1.0,20.0,1.0
51,2015-12-01 06:00:00,Speel Arm Balcony Wx,OVC,RA,0.2,1.9,1.9,56.0,5.0,S,1.2,4.8,1.0
52,2015-12-01 06:00:00,Snowslide Creek Wx,OVC,RA,3.1,6.2,4.9,0.0,0.0,SSE,5.5,15.8,1.0
53,2015-12-02 06:00:00,Speel Arm Balcony Wx,OVC,RA,-0.4,3.3,0.6,49.0,0.0,SW,3.3,5.1,1.0
54,2015-12-02 06:00:00,Mt Roberts Tram Wx,OVC,RS,0.2,2.5,0.2,90.0,0.0,SE,5.0,20.0,1.0
55,2015-12-02 06:00:00,Snowslide Creek Wx,OVC,RA,3.7,6.1,3.7,0.0,0.0,SE,3.1,13.6,1.0
56,2015-12-05 06:00:00,Speel Arm Balcony Wx,FEW,NO,-1.9,1.9,0.1,51.0,0.0,N,1.2,4.3,1.0
57,2015-12-05 06:00:00,Snowslide Creek Wx,FEW,NO,-2.2,0.4,-0.3,0.0,0.0,NNW,0.6,3.1,1.0
58,2015-12-05 06:00:00,Mt Roberts Tram Wx,FEW,NO,-1.0,1.8,1.7,86.1,0.0,NE,5.0,14.0,1.0
59,2015-12-04 06:00:00,Speel Arm Balcony Wx,CLR,NO,-0.5,2.0,0.6,54.0,0.0,NNW,1.1,5.9,1.0
60,2015-12-04 06:00:00,Snowslide Creek Wx,X,NO,-1.6,3.0,-1.5,0.0,0.0,N,0.0,4.4,1.0
61,2015-12-04 06:00:00,Mt Roberts Tram Wx,CLR,NO,-0.9,1.6,-0.9,88.1,0.0,SSW,2.0,3.0,1.0
62,2015-12-03 06:00:00,Mt Roberts Tram Wx,FEW,NO,0.1,2.0,1.2,89.0,0.0,ENE,3.0,6.0,1.0
63,2015-12-03 06:00:00,Snowslide Creek Wx,SCT,NO,3.0,5.0,3.3,0.0,0.0,N,0.0,12.2,1.0
64,2015-12-03 06:00:00,Speel Arm Balcony Wx,FEW,NO,-0.4,2.4,0.8,45.0,0.0,NNW,1.7,5.2,1.0
65,2015-12-06 06:00:00,Speel Arm Balcony Wx,OVC,NO,-2.5,2.7,0.0,52.0,0.0,N,1.8,8.9,1.0
66,2015-12-06 06:00:00,Mt Roberts Tram Wx,OVC,NO,-0.8,1.4,-0.1,86.1,0.0,E,7.0,15.0,1.0
67,2015-12-06 06:00:00,Snowslide Creek Wx,OVC,NO,-0.5,6.0,5.1,0.0,0.0,SE,5.0,12.2,1.0
68,2015-12-07 06:00:00,Speel Arm Balcony Wx,X,SN,-1.4,1.9,-0.8,50.0,1.0,SW,0.4,8.5,1.0
69,2015-12-07 06:00:00,Mt Roberts Tram Wx,OVC,SN,-1.4,0.8,0.2,85.1,2.0,NE,1.0,2.0,1.0
70,2015-12-07 06:00:00,Snowslide Creek Wx,OVC,RA,0.4,5.4,1.2,0.0,0.0,ESE,0.3,16.6,1.0
71,2015-11-30 06:00:00,Snowslide Creek Wx,OVC,RA,3.9,8.6,5.4,0.0,0.0,E,4.2,20.3,1.0
72,2015-11-30 06:00:00,Mt Roberts Tram Wx,OVC,RA,0.3,2.7,1.0,94.0,2.0,SE,7.0,15.0,1.0
73,2015-12-08 06:00:00,Speel Arm Balcony Wx,OVC,RA,-1.1,3.4,2.9,75.0,20.0,N,4.4,8.6,1.0
74,2015-12-08 06:00:00,Mt Roberts Tram Wx,OVC,RA,-0.2,2.3,2.3,89.9,10.0,ENE,10.0,20.0,1.0
75,2015-12-08 06:00:00,Snowslide Creek Wx,OVC,RA,0.8,5.4,5.4,0.0,0.0,NE,3.9,6.4,1.0
76,2015-12-09 06:00:00,Speel Arm Balcony Wx,OVC,SN,-0.3,3.4,0.6,76.0,4.0,S,2.4,8.6,1.0
77,2015-12-09 06:00:00,Snowslide Creek Wx,OVC,RA,2.4,7.5,3.6,0.0,0.0,SE,3.1,17.5,1.0
78,2015-12-09 06:00:00,Mt Roberts Tram Wx,OVC,SN,-0.5,2.3,0.1,93.0,6.0,SE,7.0,20.0,1.0
79,2015-12-10 06:00:00,Speel Arm Balcony Wx,SCT,NO,-0.4,1.5,0.2,66.0,5.0,N,1.7,6.2,1.0
80,2015-12-10 06:00:00,Snowslide Creek Wx,FEW,NO,1.6,5.3,1.6,0.0,0.0,N,0.0,15.5,1.0
81,2015-12-10 06:00:00,Mt Roberts Tram Wx,FEW,NO,-0.3,0.8,-0.3,97.0,5.0,ENE,5.0,20.0,1.0
82,2015-12-14 06:00:00,Speel Arm Balcony Wx,X,SN,-6.8,-4.4,-4.4,65.0,5.0,N,0.7,3.9,1.0
83,2015-12-14 06:00:00,Mt Roberts Tram Wx,X,SN,-6.0,-4.0,-4.0,98.0,4.0,SE,8.0,17.0,1.0
84,2015-12-14 06:00:00,Snowslide Creek Wx,OVC,SN,-3.5,-0.3,-0.4,2.0,2.0,SE,5.5,7.5,1.0
85,2015-12-15 06:00:00,Speel Arm Balcony Wx,X,NO,-5.6,-0.9,-1.0,,,SSW,3.4,6.7,1.0
86,2015-12-15 06:00:00,Mt Roberts Tram Wx,OVC,NO,-4.1,-1.2,-1.2,105.0,10.0,SE,6.0,20.0,1.0
87,2015-12-15 06:00:00,Snowslide Creek Wx,OVC,NO,-0.4,3.1,2.8,2.0,2.0,E,3.3,9.7,1.0
88,2015-12-16 06:00:00,Speel Arm Balcony Wx,X,NO,-1.1,-0.7,-1.0,,,SSW,1.6,4.8,1.0
89,2015-12-16 06:00:00,Mt Roberts Tram Wx,OVC,NO,-1.3,-0.3,-0.9,106.0,1.0,SE,6.0,8.0,1.0
90,2015-12-16 06:00:00,Snowslide Creek Wx,OVC,NO,2.3,3.6,2.8,1.0,0.0,ESE,1.4,8.6,1.0
91,2015-12-18 06:00:00,Speel Arm Balcony Wx,OVC,NO,-3.7,0.3,-3.6,79.0,3.0,N,2.3,5.9,1.0
92,2015-12-18 06:00:00,Mt Roberts Tram Wx,X,SN,-3.3,-1.1,-3.3,106.0,1.0,SE,4.0,10.0,1.0
93,2015-12-18 06:00:00,Snowslide Creek Wx,OVC,RA,1.2,4.0,1.2,0.0,0.0,N,0.0,16.6,1.0
94,2015-12-19 06:00:00,Speel Arm Balcony Wx,OVC,NO,-4.3,-1.1,-1.1,77.0,0.0,N,1.3,4.2,1.0
95,2015-12-19 06:00:00,Mt Roberts Tram Wx,BKN,NO,-3.6,-0.4,-1.4,106.0,0.0,E,5.0,10.0,1.0
96,2015-12-19 06:00:00,Snowslide Creek Wx,BKN,NO,-0.2,2.4,1.3,0.0,0.0,NW,1.4,4.2,1.0
97,2015-12-20 06:00:00,Speel Arm Balcony Wx,BKN,SN,-4.1,-0.7,-4.1,76.0,5.0,SSE,0.2,6.4,1.0
98,2015-12-20 06:00:00,Mt Roberts Tram Wx,BKN,SN,-3.6,-0.9,-3.0,107.0,2.0,,0.0,20.0,1.0
99,2015-12-20 06:00:00,Snowslide Creek Wx,BKN,SN,0.0,3.2,0.8,1.0,1.0,E,0.8,14.2,1.0
100,2015-12-21 06:00:00,Speel Arm Balcony Wx,BKN,NO,-3.8,0.0,-0.4,86.0,15.0,S,1.4,4.8,1.0
101,2015-12-21 06:00:00,Mt Roberts Tram Wx,BKN,NO,-3.0,-0.6,-1.2,115.0,8.0,SE,8.0,25.0,1.0
102,2015-12-21 06:00:00,Snowslide Creek Wx,BKN,NO,0.5,3.8,2.8,0.0,0.0,E,1.9,15.5,1.0
103,2015-12-17 06:00:00,Speel Arm Balcony Wx,OVC,SN,-2.5,1.0,-1.1,77.0,0.0,NW,1.2,6.1,1.0
104,2015-12-17 06:00:00,Mt Roberts Tram Wx,OVC,SN,-1.8,-0.2,-1.4,106.0,0.0,ENE,11.0,25.0,1.0
105,2015-12-17 06:00:00,Snowslide Creek Wx,OVC,NO,0.6,3.9,2.9,0.0,0.0,NE,1.7,6.9,1.0
106,2015-12-22 06:00:00,Speel Arm Balcony Wx,X,SN,-3.5,-0.3,-1.9,104.0,13.0,SSW,0.8,4.3,1.0
107,2015-12-22 06:00:00,Mt Roberts Tram Wx,OVC,SN,-2.7,-0.6,-1.8,122.0,8.0,SE,6.0,20.0,1.0
108,2015-12-22 06:00:00,Snowslide Creek Wx,OVC,RS,0.3,3.7,0.6,1.0,1.0,N,0.0,13.0,1.0
109,2015-12-23 06:00:00,Speel Arm Balcony Wx,OVC,SN,-3.3,-1.7,-3.3,107.0,7.0,NW,0.8,4.1,1.0
110,2015-12-23 06:00:00,Mt Roberts Tram Wx,BKN,NO,-3.1,-0.8,-3.1,119.0,0.0,ESE,2.0,12.0,1.0
111,2015-12-23 06:00:00,Snowslide Creek Wx,BKN,NO,-0.4,1.5,-0.3,0.0,0.0,ESE,1.7,5.5,1.0
112,2015-12-24 06:00:00,Speel Arm Balcony Wx,FEW,NO,-6.3,-2.8,-6.3,102.0,0.0,N,2.9,6.2,1.0
113,2015-12-24 06:00:00,Mt Roberts Tram Wx,FEW,NO,-6.1,-1.8,-6.1,119.0,0.0,NE,5.0,10.0,1.0
114,2015-12-24 06:00:00,Snowslide Creek Wx,FEW,NO,-3.0,1.0,-3.0,0.0,0.0,N,0.0,5.0,1.0
115,2015-12-26 06:00:00,Speel Arm Balcony Wx,X,SN,-12.1,-5.6,-5.6,102.0,3.0,NNW,1.4,3.8,1.0
116,2015-12-26 06:00:00,Snowslide Creek Wx,OVC,SN,-7.6,-2.8,-2.9,2.0,2.0,N,0.0,5.8,1.0
117,2015-12-26 06:00:00,Mt Roberts Tram Wx,X,SN,-10.7,-4.0,-4.8,116.0,3.0,ESE,1.0,9.0,1.0
118,2015-12-25 06:00:00,Mt Roberts Tram Wx,FEW,NO,-10.6,-6.1,-10.6,117.0,0.0,ENE,1.0,,1.0
119,2015-12-25 06:00:00,Snowslide Creek Wx,FEW,NO,-8.0,-2.2,-7.5,1.0,0.0,NNW,0.3,1.9,1.0
120,2015-12-25 06:00:00,Speel Arm Balcony Wx,FEW,NO,-11.7,-6.0,-11.7,104.0,0.0,NNW,0.8,5.9,1.0
121,2015-12-28 06:00:00,Speel Arm Balcony Wx,BKN,NO,-4.2,-1.6,-4.2,114.0,0.0,SW,0.3,3.0,1.0
122,2015-12-28 06:00:00,Mt Roberts Tram Wx,BKN,,-3.4,-1.8,-2.8,122.0,0.0,SE,4.0,6.0,1.0
123,2015-12-28 06:00:00,Snowslide Creek Wx,BKN,NO,-2.8,0.0,-1.6,11.0,0.0,E,0.6,2.5,1.0
124,2015-12-27 06:00:00,Speel Arm Balcony Wx,OVC,,-6.8,-1.7,-2.3,121.0,7.0,N,0.4,4.4,1.0
125,2015-12-27 06:00:00,Mt Roberts Tram Wx,OVC,NO,-5.6,-2.7,-2.7,124.0,10.0,E,1.0,5.0,1.0
126,2015-12-27 06:00:00,Snowslide Creek Wx,OVC,NO,-3.0,-1.1,-1.1,11.0,10.0,NW,0.6,1.9,1.0
127,2015-12-29 06:00:00,Speel Arm Balcony Wx,OVC,SN,-4.2,0.2,-1.5,111.0,2.0,S,1.6,8.0,1.0
128,2015-12-29 06:00:00,Mt Roberts Tram Wx,OVC,SN,-2.9,-0.8,-1.3,130.0,9.0,SE,8.0,17.0,1.0
129,2015-12-29 06:00:00,Snowslide Creek Wx,OVC,RA,-1.2,0.8,0.2,11.0,0.0,ESE,3.9,6.9,1.0
130,2015-12-30 06:00:00,Speel Arm Balcony Wx,FEW,NO,-2.9,0.3,-1.9,116.0,3.0,W,0.5,4.7,1.0
131,2015-12-30 06:00:00,Mt Roberts Tram Wx,FEW,NO,-2.5,0.0,-2.0,129.0,2.0,SE,3.0,6.0,1.0
132,2015-12-30 06:00:00,Snowslide Creek Wx,FEW,NO,-0.2,1.8,-0.2,5.0,0.0,ESE,0.3,5.5,1.0
133,2015-12-31 06:00:00,Speel Arm Balcony Wx,OVC,NO,-2.1,2.4,2.1,113.0,0.0,S,2.8,8.0,2.0
134,2015-12-31 06:00:00,Mt Roberts Tram Wx,OVC,NO,-1.5,0.3,0.3,128.0,0.0,SE,15.0,25.0,2.0
135,2015-12-31 06:00:00,Snowslide Creek Wx,OVC,NO,-0.5,4.8,4.8,7.0,0.0,SE,4.4,11.4,2.0
136,2015-12-11 06:00:00,Speel Arm Balcony Wx,CLR,NO,-3.2,0.9,-3.2,72.0,0.0,N,1.9,7.7,1.0
137,2015-12-11 06:00:00,Mt Roberts Tram Wx,CLR,NO,-2.2,0.3,-2.2,97.0,0.0,NE,5.0,7.0,1.0
138,2015-12-11 06:00:00,Snowslide Creek Wx,CLR,NO,-1.0,2.5,-1.0,0.0,0.0,WNW,1.4,5.3,1.0
139,2015-12-12 06:00:00,Speel Arm Balcony Wx,OVC,SN,-5.3,-3.2,-3.8,71.0,0.0,NNW,0.3,5.7,1.0
140,2015-12-12 06:00:00,Mt Roberts Tram Wx,OVC,SN,-3.8,-1.6,-3.1,97.0,2.0,E,1.0,1.0,1.0
141,2015-12-12 06:00:00,Snowslide Creek Wx,OVC,NO,-1.5,1.1,-0.4,0.0,0.0,N,0.8,6.7,1.0
142,2015-12-13 06:00:00,Speel Arm Balcony Wx,OVC,NO,-6.2,-3.1,-5.8,60.0,0.0,NW,0.3,3.5,1.0
143,2015-12-13 06:00:00,Mt Roberts Tram Wx,OVC,NO,-5.6,-2.5,-5.6,97.0,3.0,NE,1.0,4.0,1.0
144,2015-12-13 06:00:00,Snowslide Creek Wx,OVC,NO,-2.8,0.1,-2.7,1.0,1.0,NNE,0.3,2.8,1.0
145,2016-01-05 06:00:00,Speel Arm Balcony Wx,CLR,NO,-2.2,0.0,-1.6,115.0,0.0,NNW,2.9,8.6,1.0
146,2016-01-05 06:00:00,Mt Roberts Tram Wx,CLR,NO,-2.3,0.6,-2.3,148.0,0.0,NNE,0.0,,1.0
147,2016-01-05 06:00:00,Snowslide Creek Wx,CLR,NO,-3.3,0.4,-3.3,0.0,0.0,NW,1.1,3.3,1.0
148,2016-01-04 06:00:00,Speel Arm Balcony Wx,CLR,NO,-1.0,2.3,-0.2,118.0,0.0,N,2.8,7.1,1.0
149,2016-01-04 06:00:00,Mt Roberts Tram Wx,CLR,,-1.2,1.6,-0.4,151.0,0.0,NE,6.0,15.0,1.0
150,2016-01-04 06:00:00,Snowslide Creek Wx,CLR,NO,-1.5,2.0,-1.5,0.0,0.0,NNE,0.3,3.6,1.0
151,2016-01-03 06:00:00,Speel Arm Balcony Wx,SCT,NO,-0.5,3.9,1.0,121.0,13.0,NNW,1.1,6.7,1.0
152,2016-01-03 06:00:00,Mt Roberts Tram Wx,FEW,NO,-0.4,2.5,0.3,154.0,28.0,E,1.0,20.0,2.0
153,2016-01-03 06:00:00,Snowslide Creek Wx,FEW,NO,1.3,6.0,1.3,0.0,0.0,NW,1.7,18.3,1.0
154,2016-01-02 06:00:00,Speel Arm Balcony Wx,OVC,NO,0.2,4.3,3.9,113.0,0.0,S,3.6,6.1,2.0
155,2016-01-02 06:00:00,Mt Roberts Tram Wx,OVC,NO,-0.2,3.9,2.5,130.0,2.0,SSE,8.0,17.0,2.0
156,2016-01-02 06:00:00,Snowslide Creek Wx,OVC,NO,2.1,5.4,3.5,0.0,0.0,SE,6.4,18.0,2.0
157,2016-01-01 06:00:00,Speel Arm Balcony Wx,OVC,RS,-1.5,2.1,0.3,114.0,10.0,NNE,0.2,9.8,1.0
158,2016-01-01 06:00:00,Mt Roberts Tram Wx,OVC,RS,-0.9,0.7,0.5,132.0,8.0,SSE,7.0,16.0,2.0
159,2016-01-01 06:00:00,Snowslide Creek Wx,OVC,RA,2.8,6.4,3.4,0.0,0.0,SE,5.5,18.3,2.0
160,2016-01-06 06:00:00,Speel Arm Balcony Wx,SCT,NO,-2.0,1.5,-1.3,108.0,0.0,N,2.2,7.9,1.0
161,2016-01-06 06:00:00,Mt Roberts Tram Wx,FEW,NO,-2.8,2.4,-0.9,146.0,0.0,NE,12.0,25.0,1.0
162,2016-01-06 06:00:00,Snowslide Creek Wx,FEW,NO,-3.9,4.9,4.6,0.0,0.0,SE,7.5,16.9,1.0
163,2016-01-07 06:00:00,Speel Arm Balcony Wx,FEW,NO,-2.8,0.2,-1.8,107.0,0.0,N,2.2,6.9,1.0
164,2016-01-07 06:00:00,Mt Roberts Tram Wx,FEW,NO,-1.9,0.3,-1.7,143.0,0.0,NE,2.0,20.0,1.0
165,2016-01-07 06:00:00,Snowslide Creek Wx,FEW,NO,-2.0,4.1,-2.0,1.0,0.0,WNW,1.1,19.4,1.0
166,2016-01-08 06:00:00,Speel Arm Balcony Wx,CLR,NO,-3.7,-0.7,-1.0,104.0,0.0,NW,0.8,5.2,1.0
167,2016-01-08 06:00:00,Mt Roberts Tram Wx,CLR,NO,-1.7,0.1,-0.7,142.0,0.0,ENE,0.0,20.0,1.0
168,2016-01-08 06:00:00,Snowslide Creek Wx,CLR,NO,-3.7,0.1,-3.6,1.0,0.0,N,0.0,2.8,1.0
169,2016-01-09 06:00:00,Speel Arm Balcony Wx,OVC,SN,-2.3,0.1,-2.3,101.0,1.0,SSW,0.3,4.3,1.0
170,2016-01-09 06:00:00,Mt Roberts Tram Wx,OVC,RS,-0.2,3.4,0.3,140.0,1.0,SSE,7.0,14.0,1.0
171,2016-01-09 06:00:00,Snowslide Creek Wx,OVC,RA,-4.0,1.5,1.4,1.0,0.0,E,1.1,3.6,1.0
172,2016-01-10 06:00:00,Speel Arm Balcony Wx,OVC,NO,-1.3,1.9,1.4,115.0,15.0,NNW,1.8,6.0,1.0
173,2016-01-10 06:00:00,Mt Roberts Tram Wx,OVC,,-0.2,1.9,1.0,140.0,5.0,SE,1.0,10.0,1.0
174,2016-01-10 06:00:00,Snowslide Creek Wx,OVC,NO,1.0,2.8,1.9,1.0,0.0,NE,0.3,8.1,1.0
175,2016-01-11 06:00:00,Speel Arm Balcony Wx,OVC,RA,0.9,2.7,1.7,111.0,0.0,N,1.4,4.5,2.0
176,2016-01-11 06:00:00,Mt Roberts Tram Wx,OVC,RA,1.3,3.0,1.9,135.0,0.0,E,2.0,10.0,2.0
177,2016-01-11 06:00:00,Snowslide Creek Wx,OVC,RA,1.8,3.1,2.9,0.0,0.0,N,0.0,6.1,2.0
178,2015-12-03 07:00:00,Snettisham Powerhouse Coop Obs,,,1.0,2.0,,8.0,0.0,,,,1.0
179,2015-12-04 07:00:00,Snettisham Powerhouse Coop Obs,,,-3.0,4.0,,8.0,0.0,,,,1.0
180,2015-12-05 07:00:00,Snettisham Powerhouse Coop Obs,,,-3.0,1.0,,5.0,0.0,,,,1.0
181,2015-12-06 07:00:00,Snettisham Powerhouse Coop Obs,,,-3.0,0.0,,5.0,0.0,,,,1.0
182,2015-12-07 07:00:00,Snettisham Powerhouse Coop Obs,,,-1.0,1.0,,15.0,4.0,,,,1.0
183,2015-12-08 07:00:00,Snettisham Powerhouse Coop Obs,,,-1.0,1.0,,25.0,10.0,,,,1.0
184,2015-12-09 07:00:00,Snettisham Powerhouse Coop Obs,,,-1.0,1.0,,18.0,0.0,,,,1.0
185,2015-12-11 07:00:00,Snettisham Powerhouse Coop Obs,,,-5.0,2.0,,15.0,0.0,,,,1.0
186,2016-01-12 06:00:00,Speel Arm Balcony Wx,OVC,RA,1.3,2.8,2.5,98.0,0.0,S,2.5,8.2,2.0
187,2016-01-12 06:00:00,Mt Roberts Tram Wx,OVC,RA,1.5,2.6,1.9,131.0,0.0,SE,9.0,12.0,1.0
188,2016-01-12 06:00:00,Snowslide Creek Wx,OVC,RA,2.8,6.7,4.7,0.0,0.0,ESE,1.9,10.8,1.0
189,2016-01-17 06:00:00,Speel Arm Balcony Wx,SCT,NO,-2.5,-0.1,-0.5,97.0,0.0,NNW,2.5,9.0,1.0
190,2016-01-17 06:00:00,Mt Roberts Tram Wx,SCT,NO,-2.1,0.0,-0.7,122.0,0.0,ENE,12.0,20.0,1.0
191,2016-01-17 06:00:00,Snowslide Creek Wx,SCT,NO,1.4,4.8,1.9,0.0,0.0,NW,0.8,14.2,1.0
192,2016-01-16 06:00:00,Speel Arm Balcony Wx,OVC,NO,-2.2,0.6,-0.8,96.0,0.0,N,5.3,9.6,1.0
193,2016-01-16 06:00:00,Mt Roberts Tram Wx,OVC,NO,-1.3,1.4,-1.1,123.0,0.0,ENE,12.0,25.0,1.0
194,2016-01-16 06:00:00,Snowslide Creek Wx,OVC,NO,-0.1,4.0,4.0,0.0,0.0,ENE,3.1,11.9,1.0
195,2016-01-15 06:00:00,Speel Arm Balcony Wx,X,NO,-0.1,1.4,-0.1,98.0,0.0,WSW,0.1,4.7,1.0
196,2016-01-15 06:00:00,Mt Roberts Tram Wx,FEW,NO,0.3,1.1,0.4,124.0,3.0,ESE,1.0,20.0,1.0
